Duration,Start date,End date,Start station number,Start station,End station number,End station,Bike number,Member type,lat,lon
660,2010-09-22 15:22:30,2010-09-22 15:33:30,31600,5th & K St NW,31203,14th & Rhode Island Ave NW,W00843,Member,38.9025842,-77.0556545
1946,2010-09-22 15:23:10,2010-09-22 15:55:36,31205,21st & I St NW,31605,3rd & D St SE,W00828,Member,38.9007997,-77.047
14721,2010-09-22 15:28:13,2010-09-22 19:33:34,31212,21st & M St NW,31212,21st & M St NW,W00479,Casual,38.9053609,-77.0467762
844,2010-09-22 15:28:33,2010-09-22 15:42:37,31004,Aurora Hills Community Ctr/18th & Hayes St,31010,S Glebe & Potomac Ave,W00354,Casual,38.8578738,-77.0594923
1094,2010-09-22 15:28:38,2010-09-22 15:46:52,31205,21st & I St NW,31213,17th & K St NW,W00838,Member,38.9007997,-77.047
12546,2010-09-22 15:28:39,2010-09-22 18:57:46,31604,3rd & H St NW,31203,14th & Rhode Island Ave NW,W00347,Casual,38.8994158,-77.0152913
755,2010-09-22 15:28:45,2010-09-22 15:41:20,31201,15th & P St NW,31600,5th & K St NW,W00577,Member,38.9098497,-77.034438
14598,2010-09-22 15:30:39,2010-09-22 19:33:58,31212,21st & M St NW,31212,21st & M St NW,W00848,Casual,38.9053609,-77.0467762
1654,2010-09-22 15:44:20,2010-09-22 16:11:55,31110,20th St & Florida Ave NW,31212,21st & M St NW,W00796,Member,38.9153997,-77.0446
841,2010-09-22 15:45:41,2010-09-22 15:59:42,31607,14th & D St SE,31208,M St & New Jersey Ave SE,W00808,Casual,38.8839997,-76.9861
306,2010-09-22 15:46:19,2010-09-22 15:51:26,31604,3rd & H St NW,31600,5th & K St NW,W00635,Member,38.8994158,-77.0152913
296,2010-09-22 15:46:38,2010-09-22 15:51:35,31604,3rd & H St NW,31600,5th & K St NW,W00339,Member,38.8994158,-77.0152913
332,2010-09-22 15:55:13,2010-09-22 16:00:45,31600,5th & K St NW,31604,3rd & H St NW,W00614,Member,38.9025842,-77.0556545
309,2010-09-22 15:55:30,2010-09-22 16:00:40,31600,5th & K St NW,31604,3rd & H St NW,W00976,Member,38.9025842,-77.0556545
615,2010-09-22 16:00:29,2010-09-22 16:10:45,31604,3rd & H St NW,31109,7th & T St NW,W00482,Member,38.8994158,-77.0152913
11463,2010-09-22 16:06:25,2010-09-22 19:17:29,31205,21st & I St NW,31205,21st & I St NW,W00557,Casual,38.9007997,-77.047
1803,2010-09-22 16:09:02,2010-09-22 16:39:05,31101,14th & V St NW,31400,Georgia & New Hampshire Ave NW,W00911,Casual,38.9175997,-77.0321
4529,2010-09-22 16:10:20,2010-09-22 17:25:50,31002,20th & Crystal Dr,31107,Lamont & Mt Pleasant NW,W00642,Casual,38.8563997,-77.0492
557,2010-09-22 16:13:07,2010-09-22 16:22:25,31202,14th & R St NW,31213,17th & K St NW,W00943,Member,38.9126963,-77.03167
744,2010-09-22 16:17:56,2010-09-22 16:30:21,31213,17th & K St NW,31100,19th St & Pennsylvania Ave NW,W00968,Member,38.9027555,-77.0386382
387,2010-09-22 16:17:58,2010-09-22 16:24:26,31213,17th & K St NW,31213,17th & K St NW,W00811,Member,38.9027555,-77.0386382
528,2010-09-22 16:22:47,2010-09-22 16:31:36,31103,16th & Harvard St NW,31200,Massachusetts Ave & Dupont Circle NW,W00868,Member,38.9261399,-77.0366677
440,2010-09-22 16:27:48,2010-09-22 16:35:08,31200,Massachusetts Ave & Dupont Circle NW,31205,21st & I St NW,W00491,Casual,38.9100997,-77.0444
330,2010-09-22 16:35:47,2010-09-22 16:41:18,31400,Georgia & New Hampshire Ave NW,31602,Park Rd & Holmead Pl NW,W00775,Casual,38.9360427,-77.024649
322,2010-09-22 16:36:21,2010-09-22 16:41:43,31602,Park Rd & Holmead Pl NW,31401,14th St & Spring Rd NW,W01113,Casual,38.9308232,-77.0315137
5992,2010-09-22 16:38:56,2010-09-22 18:18:48,31109,7th & T St NW,31200,Massachusetts Ave & Dupont Circle NW,W00191,Casual,38.9154997,-77.0222
1063,2010-09-22 16:40:41,2010-09-22 16:58:25,31605,3rd & D St SE,31600,5th & K St NW,W00418,Member,38.8851401,-77.002229
767,2010-09-22 16:41:33,2010-09-22 16:54:21,31103,16th & Harvard St NW,31103,16th & Harvard St NW,W00767,Member,38.9261399,-77.0366677
432,2010-09-22 16:42:47,2010-09-22 16:49:59,31110,20th St & Florida Ave NW,31205,21st & I St NW,W00289,Member,38.9153997,-77.0446
416,2010-09-22 16:47:20,2010-09-22 16:54:17,31212,21st & M St NW,31110,20th St & Florida Ave NW,W01101,Member,38.9053609,-77.0467762
1062,2010-09-22 16:48:24,2010-09-22 17:06:07,31205,21st & I St NW,31108,4th & M St SW,W00987,Member,38.9007997,-77.047
636,2010-09-22 16:56:20,2010-09-22 17:06:57,31208,M St & New Jersey Ave SE,31605,3rd & D St SE,W00826,Casual,38.8762997,-77.0037
381,2010-09-22 16:57:43,2010-09-22 17:04:05,31213,17th & K St NW,31201,15th & P St NW,W00811,Member,38.9027555,-77.0386382
549,2010-09-22 16:58:48,2010-09-22 17:07:58,31101,14th & V St NW,31103,16th & Harvard St NW,W00428,Member,38.9175997,-77.0321
786,2010-09-22 16:59:22,2010-09-22 17:12:28,31600,5th & K St NW,31207,Georgia Ave and Fairmont St NW,W00418,Member,38.9025842,-77.0556545
539,2010-09-22 16:59:43,2010-09-22 17:08:43,31104,Adams Mill & Columbia Rd NW,31111,10th & U St NW,W00288,Member,38.9230444,-77.0425553
244,2010-09-22 17:01:09,2010-09-22 17:05:13,31109,7th & T St NW,31111,10th & U St NW,W00472,Member,38.9154997,-77.0222
632,2010-09-22 17:07:48,2010-09-22 17:18:21,31200,Massachusetts Ave & Dupont Circle NW,31101,14th & V St NW,W00868,Casual,38.9100997,-77.0444
2447,2010-09-22 17:08:10,2010-09-22 17:48:57,31212,21st & M St NW,31212,21st & M St NW,W00119,Casual,38.9053609,-77.0467762
815,2010-09-22 17:09:29,2010-09-22 17:23:04,31104,Adams Mill & Columbia Rd NW,31205,21st & I St NW,W00543,Member,38.9230444,-77.0425553
827,2010-09-22 17:09:41,2010-09-22 17:23:28,31103,16th & Harvard St NW,31213,17th & K St NW,W00767,Casual,38.9261399,-77.0366677
1776,2010-09-22 17:10:01,2010-09-22 17:39:38,31802,Good Hope Rd & MLK Ave SE,31801,Anacostia Metro,W01049,Member,38.8673727,-76.988039
2135,2010-09-22 17:10:09,2010-09-22 17:45:44,31011,23rd & Crystal Dr,31209,1st & N St  SE,W00100,Casual,38.8532997,-77.0498
208,2010-09-22 17:10:29,2010-09-22 17:13:58,31212,21st & M St NW,31200,Massachusetts Ave & Dupont Circle NW,W01030,Member,38.9053609,-77.0467762
5063,2010-09-22 17:11:15,2010-09-22 18:35:38,31200,Massachusetts Ave & Dupont Circle NW,31200,Massachusetts Ave & Dupont Circle NW,W00743,Member,38.9100997,-77.0444
1615,2010-09-22 17:12:49,2010-09-22 17:39:44,31600,5th & K St NW,31003,15th & Crystal Dr,W00777,Casual,38.9025842,-77.0556545
422,2010-09-22 17:15:12,2010-09-22 17:22:14,31007,Crystal City Metro / 18th & Bell St,31011,23rd & Crystal Dr,W00821,Member,38.8572997,-77.0511
1008,2010-09-22 17:21:20,2010-09-22 17:38:09,31400,Georgia & New Hampshire Ave NW,31600,5th & K St NW,W00031,Member,38.9360427,-77.024649
6464,2010-09-22 17:21:36,2010-09-22 19:09:21,31212,21st & M St NW,31110,20th St & Florida Ave NW,W00290,Casual,38.9053609,-77.0467762
626,2010-09-22 17:21:45,2010-09-22 17:32:12,31600,5th & K St NW,31201,15th & P St NW,W00377,Member,38.9025842,-77.0556545
978,2010-09-22 17:23:52,2010-09-22 17:40:11,31600,5th & K St NW,31205,21st & I St NW,W00885,Member,38.9025842,-77.0556545
1407,2010-09-22 17:24:17,2010-09-22 17:47:45,31213,17th & K St NW,31600,5th & K St NW,W00767,Casual,38.9027555,-77.0386382
6125,2010-09-22 17:26:45,2010-09-22 19:08:51,31212,21st & M St NW,31110,20th St & Florida Ave NW,W00796,Casual,38.9053609,-77.0467762
1434,2010-09-22 17:28:14,2010-09-22 17:52:08,31205,21st & I St NW,31201,15th & P St NW,W00289,Casual,38.9007997,-77.047
294,2010-09-22 17:28:41,2010-09-22 17:33:35,31106,Calvert & Biltmore St NW,31104,Adams Mill & Columbia Rd NW,W01029,Casual,38.9232108,-77.0476393
3567,2010-09-22 17:33:43,2010-09-22 18:33:10,31103,16th & Harvard St NW,31106,Calvert & Biltmore St NW,W00428,Casual,38.9261399,-77.0366677
7580,2010-09-22 17:34:02,2010-09-22 19:40:23,31003,15th & Crystal Dr,31003,15th & Crystal Dr,W01025,Casual,38.8601822,-77.0496649
3504,2010-09-22 17:34:40,2010-09-22 18:33:04,31103,16th & Harvard St NW,31106,Calvert & Biltmore St NW,W00159,Casual,38.9261399,-77.0366677
7394,2010-09-22 17:37:15,2010-09-22 19:40:30,31003,15th & Crystal Dr,31003,15th & Crystal Dr,W01006,Casual,38.8601822,-77.0496649
419,2010-09-22 17:38:41,2010-09-22 17:45:40,31605,3rd & D St SE,31607,14th & D St SE,?(0xFFFFFFFFADC1C69A),Member,38.8851401,-77.002229
984,2010-09-22 17:38:43,2010-09-22 17:55:07,31111,10th & U St NW,31107,Lamont & Mt Pleasant NW,W01059,Member,38.9171997,-77.0259
303,2010-09-22 17:40:16,2010-09-22 17:45:20,31002,20th & Crystal Dr,31009,27th & Crystal Dr,W00958,Member,38.8563997,-77.0492
198,2010-09-22 17:40:35,2010-09-22 17:43:54,31003,15th & Crystal Dr,31008,12th & Army Navy Dr,W00777,Casual,38.8601822,-77.0496649
721,2010-09-22 17:41:11,2010-09-22 17:53:13,31604,3rd & H St NW,31201,15th & P St NW,W00614,Member,38.8994158,-77.0152913
1016,2010-09-22 17:41:41,2010-09-22 17:58:38,31104,Adams Mill & Columbia Rd NW,31111,10th & U St NW,W01029,Casual,38.9230444,-77.0425553
3585,2010-09-22 17:57:56,2010-09-22 18:57:42,31009,27th & Crystal Dr,31009,27th & Crystal Dr,W00958,Casual,38.8484407,-77.051516
5833,2010-09-22 18:00:19,2010-09-22 19:37:32,31204,20th & E St NW,31204,20th & E St NW,W00931,Casual,38.8963209,-77.045018
486,2010-09-22 18:01:19,2010-09-22 18:09:25,31213,17th & K St NW,31201,15th & P St NW,W00838,Member,38.9027555,-77.0386382
443,2010-09-22 18:05:37,2010-09-22 18:13:01,31212,21st & M St NW,31203,14th & Rhode Island Ave NW,W00119,Member,38.9053609,-77.0467762
5473,2010-09-22 18:06:18,2010-09-22 19:37:32,31204,20th & E St NW,31204,20th & E St NW,W00569,Casual,38.8963209,-77.045018
479,2010-09-22 18:06:53,2010-09-22 18:14:52,31105,14th & Harvard St NW,31201,15th & P St NW,W01081,Member,38.9267997,-77.0322
708,2010-09-22 18:08:52,2010-09-22 18:20:40,31200,Massachusetts Ave & Dupont Circle NW,31111,10th & U St NW,W00780,Member,38.9100997,-77.0444
5138,2010-09-22 18:10:32,2010-09-22 19:36:10,31201,15th & P St NW,31605,3rd & D St SE,W00838,Casual,38.9098497,-77.034438
815,2010-09-22 18:11:36,2010-09-22 18:25:11,31205,21st & I St NW,31600,5th & K St NW,W00885,Member,38.9007997,-77.047
553,2010-09-22 18:12:18,2010-09-22 18:21:31,31602,Park Rd & Holmead Pl NW,31106,Calvert & Biltmore St NW,W00085,Member,38.9308232,-77.0315137
809,2010-09-22 18:18:47,2010-09-22 18:32:16,31101,14th & V St NW,31212,21st & M St NW,W00745,Member,38.9175997,-77.0321
6564,2010-09-22 18:19:39,2010-09-22 20:09:04,31213,17th & K St NW,31103,16th & Harvard St NW,W00773,Casual,38.9027555,-77.0386382
171,2010-09-22 18:19:58,2010-09-22 18:22:49,31204,20th & E St NW,31204,20th & E St NW,W01069,Member,38.8963209,-77.045018
628,2010-09-22 18:23:05,2010-09-22 18:33:34,31213,17th & K St NW,31101,14th & V St NW,W00943,Member,38.9027555,-77.0386382
814,2010-09-22 18:23:56,2010-09-22 18:37:30,31607,14th & D St SE,31209,1st & N St  SE,W00439,Member,38.8839997,-76.9861
534,2010-09-22 18:27:43,2010-09-22 18:36:38,31204,20th & E St NW,31212,21st & M St NW,W01007,Casual,38.8963209,-77.045018
930,2010-09-22 18:31:14,2010-09-22 18:46:44,31100,19th St & Pennsylvania Ave NW,31600,5th & K St NW,W00415,Member,38.9002997,-77.0429
1496,2010-09-22 18:31:49,2010-09-22 18:56:46,31204,20th & E St NW,31111,10th & U St NW,W00637,Member,38.8963209,-77.045018
534,2010-09-22 18:32:10,2010-09-22 18:41:04,31103,16th & Harvard St NW,31107,Lamont & Mt Pleasant NW,W00639,Member,38.9261399,-77.0366677
560,2010-09-22 18:32:57,2010-09-22 18:42:18,31202,14th & R St NW,31104,Adams Mill & Columbia Rd NW,W00556,Member,38.9126963,-77.03167
1122,2010-09-22 18:38:03,2010-09-22 18:56:46,31203,14th & Rhode Island Ave NW,31105,14th & Harvard St NW,W00340,Member,38.9085997,-77.0323
253,2010-09-22 18:40:36,2010-09-22 18:44:50,31000,Eads St & 15th St S,31003,15th & Crystal Dr,W01034,Member,38.8589788,-77.0532323
468,2010-09-22 18:41:29,2010-09-22 18:49:17,31202,14th & R St NW,31201,15th & P St NW,W00508,Member,38.9126963,-77.03167
1510,2010-09-22 18:42:03,2010-09-22 19:07:14,31213,17th & K St NW,31103,16th & Harvard St NW,W00805,Casual,38.9027555,-77.0386382
387,2010-09-22 18:44:13,2010-09-22 18:50:41,31200,Massachusetts Ave & Dupont Circle NW,31203,14th & Rhode Island Ave NW,W00903,Member,38.9100997,-77.0444
473,2010-09-22 18:46:18,2010-09-22 18:54:12,31100,19th St & Pennsylvania Ave NW,31201,15th & P St NW,W01050,Member,38.9002997,-77.0429
393,2010-09-22 18:48:07,2010-09-22 18:54:40,31200,Massachusetts Ave & Dupont Circle NW,31201,15th & P St NW,W00546,Member,38.9100997,-77.0444
432,2010-09-22 18:49:33,2010-09-22 18:56:45,31108,4th & M St SW,31209,1st & N St  SE,W00987,Member,38.8766997,-77.0178
176,2010-09-22 18:49:48,2010-09-22 18:52:45,31104,Adams Mill & Columbia Rd NW,31106,Calvert & Biltmore St NW,W00556,Member,38.9230444,-77.0425553
953,2010-09-22 18:50:05,2010-09-22 19:05:58,31201,15th & P St NW,31200,Massachusetts Ave & Dupont Circle NW,W00742,Member,38.9098497,-77.034438
535,2010-09-22 18:51:36,2010-09-22 19:00:31,31205,21st & I St NW,31200,Massachusetts Ave & Dupont Circle NW,W00491,Casual,38.9007997,-77.047
805,2010-09-22 18:56:02,2010-09-22 19:09:28,31600,5th & K St NW,31101,14th & V St NW,W00031,Member,38.9025842,-77.0556545
1028,2010-09-22 19:01:31,2010-09-22 19:18:40,31603,1st & M St NE,31202,14th & R St NW,W00526,Member,38.9056997,-77.0056
1544,2010-09-22 19:02:39,2010-09-22 19:28:23,31213,17th & K St NW,31605,3rd & D St SE,W00955,Casual,38.9027555,-77.0386382
1128,2010-09-22 19:02:46,2010-09-22 19:21:35,31600,5th & K St NW,31101,14th & V St NW,W00577,Member,38.9025842,-77.0556545
776,2010-09-22 19:04:57,2010-09-22 19:17:54,31213,17th & K St NW,31604,3rd & H St NW,W00338,Member,38.9027555,-77.0386382
1427,2010-09-22 19:06:53,2010-09-22 19:30:41,31400,Georgia & New Hampshire Ave NW,31200,Massachusetts Ave & Dupont Circle NW,W00911,Casual,38.9360427,-77.024649
359,2010-09-22 19:07:17,2010-09-22 19:13:16,31204,20th & E St NW,31212,21st & M St NW,W00048,Member,38.8963209,-77.045018
757,2010-09-22 19:08:29,2010-09-22 19:21:06,31110,20th St & Florida Ave NW,31200,Massachusetts Ave & Dupont Circle NW,W00829,Member,38.9153997,-77.0446
326,2010-09-22 19:08:34,2010-09-22 19:14:00,31110,20th St & Florida Ave NW,31200,Massachusetts Ave & Dupont Circle NW,W00566,Member,38.9153997,-77.0446
705,2010-09-22 19:09:05,2010-09-22 19:20:50,31205,21st & I St NW,31201,15th & P St NW,W00860,Casual,38.9007997,-77.047
935,2010-09-22 19:09:16,2010-09-22 19:24:52,31110,20th St & Florida Ave NW,31107,Lamont & Mt Pleasant NW,W00918,Member,38.9153997,-77.0446
752,2010-09-22 19:11:25,2010-09-22 19:23:58,31101,14th & V St NW,31106,Calvert & Biltmore St NW,W00318,Member,38.9175997,-77.0321
665,2010-09-22 19:14:27,2010-09-22 19:25:33,31600,5th & K St NW,31200,Massachusetts Ave & Dupont Circle NW,W01084,Member,38.9025842,-77.0556545
503,2010-09-22 19:15:20,2010-09-22 19:23:44,31201,15th & P St NW,31111,10th & U St NW,W00377,Member,38.9098497,-77.034438
276,2010-09-22 19:26:18,2010-09-22 19:30:54,31109,7th & T St NW,31111,10th & U St NW,W00850,Member,38.9154997,-77.0222
984,2010-09-22 19:26:48,2010-09-22 19:43:13,31203,14th & Rhode Island Ave NW,31400,Georgia & New Hampshire Ave NW,W00347,Member,38.9085997,-77.0323
758,2010-09-22 19:28:11,2010-09-22 19:40:50,31200,Massachusetts Ave & Dupont Circle NW,31104,Adams Mill & Columbia Rd NW,W00194,Member,38.9100997,-77.0444
1235,2010-09-22 19:31:35,2010-09-22 19:52:10,31106,Calvert & Biltmore St NW,31106,Calvert & Biltmore St NW,W00159,Member,38.9232108,-77.0476393
313,2010-09-22 19:32:26,2010-09-22 19:37:40,31213,17th & K St NW,31212,21st & M St NW,W00858,Member,38.9027555,-77.0386382
716,2010-09-22 19:35:52,2010-09-22 19:47:48,31103,16th & Harvard St NW,31110,20th St & Florida Ave NW,W00805,Member,38.9261399,-77.0366677
1179,2010-09-22 19:36:16,2010-09-22 19:55:56,31204,20th & E St NW,31600,5th & K St NW,W01069,Member,38.8963209,-77.045018
757,2010-09-22 19:40:27,2010-09-22 19:53:04,31605,3rd & D St SE,31605,3rd & D St SE,W00838,Casual,38.8851401,-77.002229
766,2010-09-22 19:41:02,2010-09-22 19:53:48,31201,15th & P St NW,31212,21st & M St NW,W01081,Casual,38.9098497,-77.034438
373,2010-09-22 19:45:36,2010-09-22 19:51:50,31105,14th & Harvard St NW,31207,Georgia Ave and Fairmont St NW,W00559,Member,38.9267997,-77.0322
372,2010-09-22 19:45:47,2010-09-22 19:51:59,31105,14th & Harvard St NW,31111,10th & U St NW,W00426,Member,38.9267997,-77.0322
407,2010-09-22 19:47:10,2010-09-22 19:53:57,31200,Massachusetts Ave & Dupont Circle NW,31201,15th & P St NW,W00911,Member,38.9100997,-77.0444
251,2010-09-22 19:50:45,2010-09-22 19:54:57,31111,10th & U St NW,31202,14th & R St NW,W00288,Member,38.9171997,-77.0259
349,2010-09-22 19:54:47,2010-09-22 20:00:37,31213,17th & K St NW,31205,21st & I St NW,W00353,Member,38.9027555,-77.0386382
315,2010-09-22 19:55:10,2010-09-22 20:00:26,31107,Lamont & Mt Pleasant NW,31104,Adams Mill & Columbia Rd NW,W00729,Member,38.9319014,-77.0387453
334,2010-09-22 19:56:38,2010-09-22 20:02:12,31010,S Glebe & Potomac Ave,31009,27th & Crystal Dr,W00996,Casual,38.8425997,-77.0502
781,2010-09-22 20:00:17,2010-09-22 20:13:19,31212,21st & M St NW,31204,20th & E St NW,W00048,Member,38.9053609,-77.0467762
468,2010-09-22 20:04:57,2010-09-22 20:12:45,31101,14th & V St NW,31104,Adams Mill & Columbia Rd NW,W00577,Member,38.9175997,-77.0321
765,2010-09-22 20:06:51,2010-09-22 20:19:37,31202,14th & R St NW,31105,14th & Harvard St NW,W00288,Member,38.9126963,-77.03167
624,2010-09-22 20:15:29,2010-09-22 20:25:53,31201,15th & P St NW,31600,5th & K St NW,W00911,Member,38.9098497,-77.034438
882,2010-09-22 20:17:13,2010-09-22 20:31:55,31203,14th & Rhode Island Ave NW,31401,14th St & Spring Rd NW,W00119,Member,38.9085997,-77.0323
102,2010-09-22 20:21:10,2010-09-22 20:22:53,31203,14th & Rhode Island Ave NW,31201,15th & P St NW,W00471,Member,38.9085997,-77.0323
885,2010-09-22 20:29:28,2010-09-22 20:44:13,31602,Park Rd & Holmead Pl NW,31602,Park Rd & Holmead Pl NW,W00562,Casual,38.9308232,-77.0315137
738,2010-09-22 20:32:28,2010-09-22 20:44:47,31106,Calvert & Biltmore St NW,31602,Park Rd & Holmead Pl NW,W00159,Casual,38.9232108,-77.0476393
932,2010-09-22 20:32:57,2010-09-22 20:48:30,31205,21st & I St NW,31201,15th & P St NW,W00353,Member,38.9007997,-77.047
1788,2010-09-22 20:38:39,2010-09-22 21:08:28,31606,Potomac & Pennsylvania Ave SE,31108,4th & M St SW,W00540,Casual,38.8802997,-76.9862
979,2010-09-22 20:41:12,2010-09-22 20:57:32,31205,21st & I St NW,31104,Adams Mill & Columbia Rd NW,W00543,Member,38.9007997,-77.047
563,2010-09-22 20:43:14,2010-09-22 20:52:37,31203,14th & Rhode Island Ave NW,31101,14th & V St NW,W00843,Member,38.9085997,-77.0323
485,2010-09-22 20:44:24,2010-09-22 20:52:29,31106,Calvert & Biltmore St NW,31602,Park Rd & Holmead Pl NW,W00085,Member,38.9232108,-77.0476393
1459,2010-09-22 20:45:49,2010-09-22 21:10:09,31008,12th & Army Navy Dr,31001,18th & Eads St.,W01119,Casual,38.8628997,-77.0528
1328,2010-09-22 20:48:09,2010-09-22 21:10:17,31008,12th & Army Navy Dr,31001,18th & Eads St.,W00777,Casual,38.8628997,-77.0528
787,2010-09-22 20:49:40,2010-09-22 21:02:47,31200,Massachusetts Ave & Dupont Circle NW,31101,14th & V St NW,W01030,Member,38.9100997,-77.0444
560,2010-09-22 20:51:32,2010-09-22 21:00:53,31205,21st & I St NW,31110,20th St & Florida Ave NW,W00557,Member,38.9007997,-77.047
831,2010-09-22 20:54:45,2010-09-22 21:08:37,31111,10th & U St NW,31103,16th & Harvard St NW,W00032,Member,38.9171997,-77.0259
721,2010-09-22 20:55:23,2010-09-22 21:07:24,31600,5th & K St NW,31201,15th & P St NW,W00911,Member,38.9025842,-77.0556545
666,2010-09-22 20:57:59,2010-09-22 21:09:05,31200,Massachusetts Ave & Dupont Circle NW,31101,14th & V St NW,W01110,Member,38.9100997,-77.0444
1196,2010-09-22 21:01:56,2010-09-22 21:21:52,31213,17th & K St NW,31103,16th & Harvard St NW,W00886,Casual,38.9027555,-77.0386382
714,2010-09-22 21:08:52,2010-09-22 21:20:47,31600,5th & K St NW,31203,14th & Rhode Island Ave NW,W01069,Casual,38.9025842,-77.0556545
664,2010-09-22 21:09:38,2010-09-22 21:20:43,31600,5th & K St NW,31203,14th & Rhode Island Ave NW,W00635,Casual,38.9025842,-77.0556545
631,2010-09-22 21:12:41,2010-09-22 21:23:12,31202,14th & R St NW,31202,14th & R St NW,W00724,Member,38.9126963,-77.03167
819,2010-09-22 21:13:29,2010-09-22 21:27:09,31201,15th & P St NW,31104,Adams Mill & Columbia Rd NW,W00508,Member,38.9098497,-77.034438
4492,2010-09-22 21:14:42,2010-09-22 22:29:34,31108,4th & M St SW,31200,Massachusetts Ave & Dupont Circle NW,W00570,Casual,38.8766997,-77.0178
1109,2010-09-22 21:16:13,2010-09-22 21:34:42,31101,14th & V St NW,31500,4th & W St NE,W00868,Member,38.9175997,-77.0321
510,2010-09-22 21:17:24,2010-09-22 21:25:54,31605,3rd & D St SE,31605,3rd & D St SE,W00563,Member,38.8851401,-77.002229
1392,2010-09-22 21:19:47,2010-09-22 21:43:00,31212,21st & M St NW,31401,14th St & Spring Rd NW,W00745,Member,38.9053609,-77.0467762
41122,2010-09-22 21:21:13,2010-09-23 08:46:36,31212,21st & M St NW,31603,1st & M St NE,W00479,Casual,38.9053609,-77.0467762
8676,2010-09-22 21:21:23,2010-09-22 23:45:59,31001,18th & Eads St.,31008,12th & Army Navy Dr,W01083,Casual,38.8572578,-77.0533223
8668,2010-09-22 21:21:51,2010-09-22 23:46:20,31001,18th & Eads St.,31008,12th & Army Navy Dr,W01033,Casual,38.8572578,-77.0533223
303,2010-09-22 21:23:29,2010-09-22 21:28:32,31200,Massachusetts Ave & Dupont Circle NW,31212,21st & M St NW,W00191,Member,38.9100997,-77.0444
3831,2010-09-22 21:25:12,2010-09-22 22:29:04,31600,5th & K St NW,31600,5th & K St NW,W00767,Casual,38.9025842,-77.0556545
400,2010-09-22 21:26:13,2010-09-22 21:32:53,31101,14th & V St NW,31101,14th & V St NW,W00376,Member,38.9175997,-77.0321
284,2010-09-22 21:27:15,2010-09-22 21:31:59,31104,Adams Mill & Columbia Rd NW,31105,14th & Harvard St NW,W00577,Member,38.9230444,-77.0425553
196,2010-09-22 21:28:26,2010-09-22 21:31:43,31101,14th & V St NW,31111,10th & U St NW,W00031,Member,38.9175997,-77.0321
549,2010-09-22 21:29:47,2010-09-22 21:38:57,31201,15th & P St NW,31101,14th & V St NW,W00860,Member,38.9098497,-77.034438
550,2010-09-22 21:41:39,2010-09-22 21:50:49,31111,10th & U St NW,31600,5th & K St NW,W00437,Casual,38.9171997,-77.0259
1114,2010-09-22 21:49:39,2010-09-22 22:08:14,31600,5th & K St NW,31108,4th & M St SW,W00755,Member,38.9025842,-77.0556545
1109,2010-09-22 21:49:47,2010-09-22 22:08:17,31600,5th & K St NW,31108,4th & M St SW,W00380,Member,38.9025842,-77.0556545
349,2010-09-22 21:52:48,2010-09-22 21:58:37,31105,14th & Harvard St NW,31207,Georgia Ave and Fairmont St NW,W00211,Member,38.9267997,-77.0322
1825,2010-09-22 21:56:02,2010-09-22 22:26:28,31200,Massachusetts Ave & Dupont Circle NW,31400,Georgia & New Hampshire Ave NW,W00743,Casual,38.9100997,-77.0444
384,2010-09-22 21:56:37,2010-09-22 22:03:01,31205,21st & I St NW,31200,Massachusetts Ave & Dupont Circle NW,W00476,Casual,38.9007997,-77.047
794,2010-09-22 22:06:31,2010-09-22 22:19:46,31104,Adams Mill & Columbia Rd NW,31103,16th & Harvard St NW,W00508,Member,38.9230444,-77.0425553
1331,2010-09-22 22:18:46,2010-09-22 22:40:57,31209,1st & N St  SE,31600,5th & K St NW,W00100,Member,38.8742997,-77.0057
633,2010-09-22 22:20:42,2010-09-22 22:31:15,31101,14th & V St NW,31107,Lamont & Mt Pleasant NW,W00867,Member,38.9175997,-77.0321
659,2010-09-22 22:21:59,2010-09-22 22:32:59,31209,1st & N St  SE,31108,4th & M St SW,W00439,Member,38.8742997,-77.0057
410,2010-09-22 22:21:59,2010-09-22 22:28:50,31011,23rd & Crystal Dr,31010,S Glebe & Potomac Ave,W00819,Member,38.8532997,-77.0498
294,2010-09-22 22:25:05,2010-09-22 22:30:00,31602,Park Rd & Holmead Pl NW,31400,Georgia & New Hampshire Ave NW,W00555,Casual,38.9308232,-77.0315137
462,2010-09-22 22:27:59,2010-09-22 22:35:41,31103,16th & Harvard St NW,31203,14th & Rhode Island Ave NW,W00711,Member,38.9261399,-77.0366677
489,2010-09-22 22:33:27,2010-09-22 22:41:37,31010,S Glebe & Potomac Ave,31000,Eads St & 15th St S,W00195,Member,38.8425997,-77.0502
444,2010-09-22 22:35:52,2010-09-22 22:43:17,31105,14th & Harvard St NW,31202,14th & R St NW,W00577,Member,38.9267997,-77.0322
200,2010-09-22 22:38:47,2010-09-22 22:42:07,31212,21st & M St NW,31200,Massachusetts Ave & Dupont Circle NW,W01071,Member,38.9053609,-77.0467762
928,2010-09-22 22:39:32,2010-09-22 22:55:01,31111,10th & U St NW,31205,21st & I St NW,W00031,Member,38.9171997,-77.0259
603,2010-09-22 22:52:53,2010-09-22 23:02:57,31101,14th & V St NW,31207,Georgia Ave and Fairmont St NW,W01057,Member,38.9175997,-77.0321
604,2010-09-22 22:52:57,2010-09-22 23:03:01,31101,14th & V St NW,31207,Georgia Ave and Fairmont St NW,W00843,Member,38.9175997,-77.0321
